Economy;Economy Code;ISO Code;Region;Income Group;Report Year;PENSION SCORE;Is the age at which men and women can retire with full pension benefits the same?;Score;Legal Basis;Is the age at which men and women can retire with partial pension benefits the same?;Score;Legal Basis;Is the mandatory retirement age for men and women the same?;Score;Legal Basis;Are periods of absence due to childcare accounted for in pension benefits?;Score;Legal Basis
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1975;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1976;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1977;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1978;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1979;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1980;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1981;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1982;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1983;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1984;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1985;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1986;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1987;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1988;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1989;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1990;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1991;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1992;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1993;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1994;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1995;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1996;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1997;50;No;0;Loi n.83-11 of 1983, Art. 6;Yes;1;No applicable provisions could be located;No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;Loi n.83-11 of 1983, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1998;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;1999;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2000;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2001;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2002;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2003;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2004;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2005;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2006;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2007;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2008;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2009;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2010;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2011;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2012;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2013;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2014;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2015;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2016;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2017;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2018;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2019;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;Ordonnance n° 97-13 du 31 mai 1997 (art.2);No;0;Loi No. 83-12 du 2 juillet 1983, Art. 10;Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2020;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;"Loi No. 83-11 du 2 juillet 1983, Art. 6; Ordonnance n° 97-13 du 31 mai 1997 (art.2)";No;0;"Loi No. 83-12 du 2 juillet 1983, Art. 10; Labor Code, Art. 66";Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2021;25;No;0;Loi n.83-11 of 1983, Art. 6;No;0;"Loi No. 83-11 du 2 juillet 1983, Art. 6; Ordonnance n° 97-13 du 31 mai 1997 (art.2)";No;0;"Loi No. 83-12 du 2 juillet 1983, Art. 10; Labor Code, Art. 66";Yes;1;"Loi n° 83-12 du 2 juillet 1983, Art. 11; Ordonnance n° 97-13 du 31 mai 1997, Art. 6bis"
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2022;25;No;0;Loi No. 16-15, Art. 6;No;0;"Ordonnance No. 97-13, Art. 2; Loi No. 83-11, Art. 6 bis";No;0;"Code du Travail, Art. 66; Loi No. 83-12, Art. 10";Yes;1;Loi No. 83-12, Art. 11
Algeria;DZA;DZA;Middle East & North Africa;Lower middle income;2023;25;No;0;Loi No. 16-15, Art. 6;No;0;"Ordonnance No. 97-13, Art. 2; Loi No. 83-11, Art. 6 bis";No;0;"Code du Travail, Art. 66; Loi No. 83-12, Art. 10";Yes;1;Loi No. 83-12, Art. 11
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1971;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1972;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1973;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1974;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1975;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1976;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1977;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1978;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1979;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
Angola;AGO;AGO;Sub-Saharan Africa;Lower middle income;1980;25;No;0;No applicable provisions could be located;No;0;No applicable provisions could be located;Yes;1;No applicable provisions could be located;No;0;No applicable provisions could be located
